account_id,metastore_id,workspace_id,entity_type,entity_id,source_table_full_name,source_table_catalog,source_table_schema,source_table_name,source_path,source_type,source_column_name,target_table_full_name,target_table_catalog,target_table_schema,target_table_name,target_path,target_type,target_column_name,event_time,event_date,statement_id
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,amount,jaffle_ods.main.customer_order_rank,jaffle_ods,main,customer_order_rank,,TABLE,amount,2026-09-11T06:10:00.000Z,2026-09-11,stmt-0010
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,amount,jaffle_ods.main.customer_order_rank,jaffle_ods,main,customer_order_rank,,TABLE,running_amount,2026-09-12T06:11:00.000Z,2026-09-12,stmt-0011
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,amount,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,lifetime_value,2026-09-13T06:12:00.000Z,2026-09-13,stmt-0012
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,amount,jaffle_ods.reporting.revenue,jaffle_ods,reporting,revenue,,TABLE,amount,2026-09-14T06:13:00.000Z,2026-09-14,stmt-0013
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,customer_id,jaffle_ods.main.customer_order_rank,jaffle_ods,main,customer_order_rank,,TABLE,customer_id,2026-09-15T06:14:00.000Z,2026-09-15,stmt-0014
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_date,jaffle_ods.main.customer_order_rank,jaffle_ods,main,customer_order_rank,,TABLE,order_seq,2026-09-16T06:15:00.000Z,2026-09-16,stmt-0015
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_date,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,first_order,2026-09-17T06:16:00.000Z,2026-09-17,stmt-0016
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_date,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,most_recent_order,2026-09-18T06:17:00.000Z,2026-09-18,stmt-0017
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_id,jaffle_ods.main.customer_order_rank,jaffle_ods,main,customer_order_rank,,TABLE,order_id,2026-09-19T06:18:00.000Z,2026-09-19,stmt-0018
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_id,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,number_of_orders,2026-09-20T06:19:00.000Z,2026-09-20,stmt-0019
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,status,,,,,,,,2026-09-01T06:20:00.000Z,2026-09-01,stmt-0020
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_customers,jaffle_ods,main,raw_customers,,TABLE,email,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,email,2026-09-02T06:21:00.000Z,2026-09-02,stmt-0021
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_customers,jaffle_ods,main,raw_customers,,TABLE,first_name,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,first_name,2026-09-03T06:22:00.000Z,2026-09-03,stmt-0022
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_customers,jaffle_ods,main,raw_customers,,TABLE,id,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,customer_id,2026-09-04T06:23:00.000Z,2026-09-04,stmt-0023
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_customers,jaffle_ods,main,raw_customers,,TABLE,last_name,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,last_name,2026-09-05T06:24:00.000Z,2026-09-05,stmt-0024
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_customers,jaffle_ods,main,raw_customers,,TABLE,signup_date,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,signup_date,2026-09-06T06:25:00.000Z,2026-09-06,stmt-0025
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_orders,jaffle_ods,main,raw_orders,,TABLE,id,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,order_id,2026-09-07T06:26:00.000Z,2026-09-07,stmt-0026
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_orders,jaffle_ods,main,raw_orders,,TABLE,order_date,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,order_date,2026-09-08T06:27:00.000Z,2026-09-08,stmt-0027
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_orders,jaffle_ods,main,raw_orders,,TABLE,status,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,status,2026-09-09T06:28:00.000Z,2026-09-09,stmt-0028
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_orders,jaffle_ods,main,raw_orders,,TABLE,user_id,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,customer_id,2026-09-10T06:29:00.000Z,2026-09-10,stmt-0029
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_payments,jaffle_ods,main,raw_payments,,TABLE,amount_cents,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,2026-09-11T06:30:00.000Z,2026-09-11,stmt-0030
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_payments,jaffle_ods,main,raw_payments,,TABLE,id,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,payment_id,2026-09-12T06:31:00.000Z,2026-09-12,stmt-0031
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_payments,jaffle_ods,main,raw_payments,,TABLE,order_id,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,order_id,2026-09-13T06:32:00.000Z,2026-09-13,stmt-0032
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.raw_payments,jaffle_ods,main,raw_payments,,TABLE,payment_method,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,payment_method,2026-09-14T06:33:00.000Z,2026-09-14,stmt-0033
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,customer_id,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,customer_id,2026-09-15T06:34:00.000Z,2026-09-15,stmt-0034
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,email,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,full_name,2026-09-16T06:35:00.000Z,2026-09-16,stmt-0035
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,first_name,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,first_name,2026-09-17T06:36:00.000Z,2026-09-17,stmt-0036
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,first_name,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,full_name,2026-09-18T06:37:00.000Z,2026-09-18,stmt-0037
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,last_name,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,full_name,2026-09-19T06:38:00.000Z,2026-09-19,stmt-0038
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_customers,jaffle_ods,main,stg_customers,,TABLE,last_name,jaffle_ods.main.customers,jaffle_ods,main,customers,,TABLE,last_name,2026-09-20T06:39:00.000Z,2026-09-20,stmt-0039
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,customer_id,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,customer_id,2026-09-01T06:40:00.000Z,2026-09-01,stmt-0040
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,order_date,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_date,2026-09-02T06:41:00.000Z,2026-09-02,stmt-0041
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,order_id,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,order_id,2026-09-03T06:42:00.000Z,2026-09-03,stmt-0042
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,status,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,status,2026-09-04T06:43:00.000Z,2026-09-04,stmt-0043
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,amount,2026-09-05T06:44:00.000Z,2026-09-05,stmt-0044
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,bank_transfer_amount,2026-09-06T06:45:00.000Z,2026-09-06,stmt-0045
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,coupon_amount,2026-09-07T06:46:00.000Z,2026-09-07,stmt-0046
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,credit_card_amount,2026-09-08T06:47:00.000Z,2026-09-08,stmt-0047
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,jaffle_ods.main.stg_payments,jaffle_ods,main,stg_payments,,TABLE,amount,jaffle_ods.main.orders,jaffle_ods,main,orders,,TABLE,gift_card_amount,2026-09-09T06:48:00.000Z,2026-09-09,stmt-0048
00000000-0000-0000-0000-000000000000,11111111-1111-1111-1111-111111111111,1234567890,JOB,42,,,,,s3://landing/orders/,PATH,raw,jaffle_ods.main.stg_orders,jaffle_ods,main,stg_orders,,TABLE,status,2026-09-10T06:49:00.000Z,2026-09-10,stmt-0049
